Nomor Perkara,Tanggal Penetapan,Nama Panitera Pengganti,Aktif
77/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017","R.IDA ISKANDIASTUTI, SH.",Ya
83/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 07 Jun. 2017","ENDANG_PURWANINGSIH, SH.",Ya
86/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017","TATI DORESLY SIMAMORA, SH",Ya
85/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",MARTHIN TURNIP,Ya
84/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",YURIS DHETIAWAN,Ya
87/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 13 Jun. 2017","SURYONO, SH.",Ya
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 14 Jun. 2017","WIDI ASTUTI, SH",Ya
89/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 03 Jul. 2017",ACHMAD DINDIN JUNAEDI,Ya
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 04 Jul. 2017",AGUS WAWAN,Ya
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017","AGUSTIATI JAMILAH, SH.",Ya
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",TASTAO SIANIPAR,Ya
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017","FATONI, SH",Ya
94/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 18 Jul. 2017","ENDANG_PURWANINGSIH, SH.",Ya
55/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 03 Apr. 2017","ZUHERNA, SH.",Ya
56/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 05 Apr. 2017",MARTHIN TURNIP,Ya
57/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 05 Apr. 2017","ENDANG_PURWANINGSIH, SH.",Ya
58/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 12 Apr. 2017","AGUSTIATI JAMILAH, SH.",Ya
59/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 18 Apr. 2017","SUSWANTI, SH.",Ya
64/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017","TEUKU UMAR, SH. MH.",Ya
63/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",ALDINO HERYANTO,Ya
62/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017","SUSWANTI, SH.",Ya
61/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017","RUSTIANI, SH",Ya
60/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017","TATI DORESLY SIMAMORA, SH",Ya
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 28 Apr. 2017","ENDANG_PURWANINGSIH, SH.",Ya
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017","SRI TASLIHIYAH, SH.",Ya
68/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017","AGUSTIATI JAMILAH, SH.",Ya
67/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017","FATONI, SH",Ya
66/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017",TASTAO SIANIPAR,Ya
71/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017","TATI DORESLY SIMAMORA, SH",Ya
70/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017",YURIS DHETIAWAN,Ya
72/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 12 Mei 2017",AGUS WAWAN,Ya
72/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 12 Mei 2017","WIDI ASTUTI, SH",Ya
73/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 16 Mei 2017","TATI DORESLY SIMAMORA, SH",Ya
74/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 24 Mei 2017",M. TAUFIK,Ya
35/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 06 Feb. 2017",M. TAUFIK,Ya
36/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Selasa, 14 Feb. 2017",AGUS WAWAN,Ya
37/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 24 Feb. 2017","WIDI ASTUTI, SH",Ya
38/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 27 Feb. 2017",EDWARD WILLY,Ya
39/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 27 Feb. 2017","SURYONO, SH.",Ya
40/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 01 Mar. 2017","WIDI ASTUTI, SH",Ya
41/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 01 Mar. 2017","YETTI, SH.",Ya
42/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 03 Mar. 2017",SUAEB. SH,Ya
43/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 06 Mar. 2017","SRI TASLIHIYAH, SH.",Ya
44/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 06 Mar. 2017",TASTAO SIANIPAR,Ya
45/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 06 Mar. 2017",AGUS WAWAN,Ya
46/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Kamis, 09 Mar. 2017","TATI DORESLY SIMAMORA, SH",Ya
47/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 08 Mar. 2017",Belum Dapat Ditampilkan,Ya
48/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 10 Mar. 2017","TEUKU UMAR, SH. MH.",Ya
49/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 17 Mar. 2017","SUSWANTI, SH.",Ya
50/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 17 Mar. 2017",ALDINO HERYANTO,Ya
51/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 17 Mar. 2017","R.IDA ISKANDIASTUTI, SH.",Ya
52/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 22 Mar. 2017","TEUKU UMAR, SH. MH.",Ya
53/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 31 Mar. 2017",YURIS DHETIAWAN,Ya
54/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Kamis, 30 Mar. 2017","FATONI, SH",Ya
15/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Selasa, 10 Jan. 2017","SRI TASLIHIYAH, SH.",Ya
16/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Selasa, 10 Jan. 2017","SRI TASLIHIYAH, SH.",Ya
17/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Selasa, 10 Jan. 2017",TASTAO SIANIPAR,Ya
18/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 11 Jan. 2017","SUSWANTI, SH.",Ya
19/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Selasa, 17 Jan. 2017",ALDINO HERYANTO,Ya
20/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 18 Jan. 2017","SURYONO, SH.",Ya
21/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 18 Jan. 2017","TATI DORESLY SIMAMORA, SH",Ya
22/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 18 Jan. 2017",TASTAO SIANIPAR,Ya
23/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Kamis, 19 Jan. 2017","YETTI, SH.",Ya
24/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Kamis, 19 Jan. 2017",ACHMAD DINDIN JUNAEDI,Ya
25/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 23 Jan. 2017","MAHDI, SH.",Ya
25/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 23 Jan. 2017",SUAEB. SH,Ya
26/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 23 Jan. 2017","ROMA SIALLAGAN, SH.",Ya
27/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 23 Jan. 2017","WIDI ASTUTI, SH",Ya
28/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 23 Jan. 2017","ENDANG_PURWANINGSIH, SH.",Ya
29/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 23 Jan. 2017","ENDANG_PURWANINGSIH, SH.",Ya
30/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 25 Jan. 2017",MARTHIN TURNIP,Ya
31/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 03 Feb. 2017","ZUHERNA, SH.",Ya
32/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 03 Feb. 2017","AGUSTIATI JAMILAH, SH.",Ya
33/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 03 Feb. 2017",AGUS WAWAN,Ya
34/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 03 Feb. 2017","WIDI ASTUTI, SH",Ya
126/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 29 Nov. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
127/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 07 Des. 2016","TATI DORESLY SIMAMORA, SH",Ya
128/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 09 Des. 2016","AGUSTIATI JAMILAH, SH.",Ya
129/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Kamis, 15 Des. 2016","SUSWANTI, SH.",Ya
130/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 19 Des. 2016","TEUKU UMAR, SH. MH.",Ya
131/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 19 Des. 2016","TEUKU UMAR, SH. MH.",Ya
1/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 04 Jan. 2017","RUSTIANI, SH",Ya
2/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 04 Jan. 2017","RUSTIANI, SH",Ya
3/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 04 Jan. 2017","RUSTIANI, SH",Ya
4/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 04 Jan. 2017",MARTHIN TURNIP,Ya
5/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 04 Jan. 2017",MARTHIN TURNIP,Ya
6/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 06 Jan. 2017",YURIS DHETIAWAN,Ya
7/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 06 Jan. 2017",YURIS DHETIAWAN,Ya
8/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Jumat, 06 Jan. 2017",YURIS DHETIAWAN,Ya
9/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 09 Jan. 2017","FATONI, SH",Ya
10/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 09 Jan. 2017","FATONI, SH",Ya
11/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 09 Jan. 2017","FATONI, SH",Ya
12/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 09 Jan. 2017",TASTAO SIANIPAR,Ya
13/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 09 Jan. 2017","AGUSTIATI JAMILAH, SH.",Ya
14/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 09 Jan. 2017","AGUSTIATI JAMILAH, SH.",Ya
106/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 18 Okt. 2016","YETTI, SH.",Ya
107/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 19 Okt. 2016",ACHMAD DINDIN JUNAEDI,Ya
108/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Kamis, 20 Okt. 2016","YETTI, SH.",Ya
109/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 25 Okt. 2016","SRI TASLIHIYAH, SH.",Ya
110/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 25 Okt. 2016","SRI TASLIHIYAH, SH.",Ya
111/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 28 Okt. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
112/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 28 Okt. 2016","YETTI, SH.",Ya
113/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 28 Okt. 2016",ACHMAD DINDIN JUNAEDI,Ya
114/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 31 Okt. 2016",ACHMAD DINDIN JUNAEDI,Ya
115/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Kamis, 03 Nov. 2016","ZUHERNA, SH.",Ya
116/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 04 Nov. 2016","SURYONO, SH.",Ya
117/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 07 Nov. 2016","RUSTIANI, SH",Ya
118/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 15 Nov. 2016","RUSTIANI, SH",Ya
118/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 15 Nov. 2016","TEUKU UMAR, SH. MH.",Ya
119/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 15 Nov. 2016","SUSWANTI, SH.",Ya
119/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 15 Nov. 2016","TEUKU UMAR, SH. MH.",Ya
120/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Kamis, 17 Nov. 2016","SUSWANTI, SH.",Ya
121/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Kamis, 17 Nov. 2016","SUSWANTI, SH.",Ya
122/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 28 Nov. 2016","SURYONO, SH.",Ya
123/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 28 Nov. 2016","SURYONO, SH.",Ya
124/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 28 Nov. 2016","SURYONO, SH.",Ya
125/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 29 Nov. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
86/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 13 Sep. 2016","YETTI, SH.",Ya
87/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 21 Sep. 2016",AGUS WAWAN,Ya
88/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 21 Sep. 2016",AGUS WAWAN,Ya
89/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 21 Sep. 2016","TATI DORESLY SIMAMORA, SH",Ya
90/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 21 Sep. 2016","TATI DORESLY SIMAMORA, SH",Ya
91/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 30 Sep. 2016","RUSTIANI, SH",Ya
92/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 05 Okt. 2016","ZUHERNA, SH.",Ya
93/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 11 Okt. 2016",ACHMAD DINDIN JUNAEDI,Ya
93/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 11 Okt. 2016","SURYONO, SH.",Ya
94/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 12 Okt. 2016","ZUHERNA, SH.",Ya
95/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 12 Okt. 2016","TEUKU UMAR, SH. MH.",Ya
96/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Kamis, 13 Okt. 2016","FATONI, SH",Ya
97/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 14 Okt. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
98/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 14 Okt. 2016","AGUSTIATI JAMILAH, SH.",Ya
99/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 14 Okt. 2016","WIDI ASTUTI, SH",Ya
100/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 14 Okt. 2016",AGUS WAWAN,Ya
101/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 17 Okt. 2016",ACHMAD DINDIN JUNAEDI,Ya
102/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 17 Okt. 2016",ACHMAD DINDIN JUNAEDI,Ya
103/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 17 Okt. 2016","SUSWANTI, SH.",Ya
104/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 17 Okt. 2016","TEUKU UMAR, SH. MH.",Ya
105/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 18 Okt. 2016",ACHMAD DINDIN JUNAEDI,Ya
66/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 12 Agu. 2016","ENDANG_PURWANINGSIH, SH.",Ya
67/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 16 Agu. 2016","YETTI, SH.",Ya
67/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 16 Agu. 2016","ZULFIKRI, SH",Ya
68/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 19 Agu. 2016",SITI AGUSTIATI,Ya
69/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 22 Agu. 2016","SRI TASLIHIYAH, SH.",Ya
70/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 23 Agu. 2016","WIDI ASTUTI, SH",Ya
71/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 23 Agu. 2016","WIDI ASTUTI, SH",Ya
72/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 23 Agu. 2016","WIDI ASTUTI, SH",Ya
73/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 23 Agu. 2016","WIDI ASTUTI, SH",Ya
74/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 23 Agu. 2016",AGUS WAWAN,Ya
75/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 23 Agu. 2016",AGUS WAWAN,Ya
76/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Kamis, 25 Agu. 2016","FATONI, SH",Ya
77/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 26 Agu. 2016","LISNUR FAUZIAH, SH.",Ya
78/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 29 Agu. 2016","ROMA SIALLAGAN, SH.",Ya
79/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 30 Agu. 2016","ZULFIKRI, SH",Ya
80/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 06 Sep. 2016",EKO BUDIARNO,Ya
81/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 07 Sep. 2016",EKO BUDIARNO,Ya
82/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Jumat, 09 Sep. 2016",ACHMAD DINDIN JUNAEDI,Ya
83/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 14 Nov. 2016",ACHMAD DINDIN JUNAEDI,Ya
84/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 13 Sep. 2016","YETTI, SH.",Ya
85/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 13 Sep. 2016","YETTI, SH.",Ya
46/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 26 Mei 2016","ENDANG_PURWANINGSIH, SH.",Ya
46/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 26 Mei 2016","ZUHERNA, SH.",Ya
47/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 07 Jun. 2016","ZUHERNA, SH.",Ya
48/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 07 Jun. 2016","RUSTIANI, SH",Ya
49/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 14 Jun. 2016",SITI AGUSTIATI,Ya
50/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 14 Jun. 2016","FATONI, SH",Ya
51/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 15 Jun. 2016","TATI DORESLY SIMAMORA, SH",Ya
52/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 15 Jun. 2016",SUAEB. SH,Ya
53/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 15 Jun. 2016","YETTI, SH.",Ya
54/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 16 Jun. 2016","ZULFIKRI, SH",Ya
55/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 20 Jun. 2016","MATIUS B.SITURU, SH",Ya
56/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 20 Jun. 2016",WIJI ASTUTI,Ya
57/Pid.Sus-TPK/2016/PN JKT.PST,"Jumat, 17 Jun. 2016","RUSTIANI, SH",Ya
58/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 23 Jun. 2016","SUSWANTI, SH.",Ya
59/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 25 Jul. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
60/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Senin, 25 Jul. 2016",AGUS WIDODO,Ya
61/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Selasa, 26 Jul. 2016",ACHMAD DINDIN JUNAEDI,Ya
62/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 27 Jul. 2016","FATONI, SH",Ya
63/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 03 Agu. 2016","LISNUR FAUZIAH, SH.",Ya
64/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 10 Agu. 2016","MATIUS B.SITURU, SH",Ya
65/Pid.Sus-TPK/2016/PN Pn.Jkt.Pst,"Rabu, 10 Agu. 2016","TEUKU UMAR, SH. MH.",Ya
26/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","SURYONO, SH.",Ya
26/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","ZUHERNA, SH.",Ya
27/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
27/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016",SITI AGUSTIATI,Ya
28/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","LISNUR FAUZIAH, SH.",Ya
28/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","MATIUS B.SITURU, SH",Ya
29/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","LISNUR FAUZIAH, SH.",Ya
29/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","MATIUS B.SITURU, SH",Ya
30/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","ENDANG_PURWANINGSIH, SH.",Ya
30/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016",SITI AGUSTIATI,Ya
31/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","ENDANG_PURWANINGSIH, SH.",Ya
31/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","LISNUR FAUZIAH, SH.",Ya
32/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 24 Mar. 2016","SRI TASLIHIYAH, SH.",Ya
33/Pid.Sus-TPK/2016/PN JKT.PST,"Jumat, 01 Apr. 2016","TEUKU UMAR, SH. MH.",Ya
33/Pid.Sus-TPK/2016/PN JKT.PST,"Jumat, 01 Apr. 2016","WIDI ASTUTI, SH",Ya
34/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 07 Apr. 2016",WIJI ASTUTI,Ya
35/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 19 Apr. 2016","FATONI, SH",Ya
35/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 19 Apr. 2016","TEUKU UMAR, SH. MH.",Ya
36/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 20 Apr. 2016",AGUS WAWAN,Ya
36/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 20 Apr. 2016",EKO BUDIARNO,Ya
37/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 25 Apr. 2016","MATIUS B.SITURU, SH",Ya
37/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 25 Apr. 2016",SUAEB. SH,Ya
38/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 25 Apr. 2016","MATIUS B.SITURU, SH",Ya
38/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 25 Apr. 2016",SUAEB. SH,Ya
39/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 25 Apr. 2016","FATONI, SH",Ya
39/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 25 Apr. 2016","ZULFIKRI, SH",Ya
40/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 28 Apr. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
40/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 28 Apr. 2016","TEUKU UMAR, SH. MH.",Ya
41/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 25 Mei 2016","SUSWANTI, SH.",Ya
41/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 25 Mei 2016",WIJI ASTUTI,Ya
42/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 25 Mei 2016","SUSWANTI, SH.",Ya
42/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 25 Mei 2016",WIJI ASTUTI,Ya
43/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 25 Mei 2016","LISNUR FAUZIAH, SH.",Ya
43/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 25 Mei 2016","SUSWANTI, SH.",Ya
44/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 26 Mei 2016",AGUS WIDODO,Ya
44/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 26 Mei 2016","SURYONO, SH.",Ya
