Nomor Perkara,Tanggal Penetapan,Nama Panitera Pengganti,Aktif
88/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","FATONI, SH",Ya
88/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",WIJI ASTUTI,Ya
49/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 08 Jun. 2015","SUSWANTI, SH.",Ya
49/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 08 Jun. 2015","YETTI, SH.",Ya
50/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",EKO BUDIARNO,Ya
50/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SITI AGUSTIATI,Ya
51/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",ACHMAD DINDIN JUNAEDI,Ya
51/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SITI AGUSTIATI,Ya
52/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","LISNUR FAUZIAH, SH.",Ya
52/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","TATI DORESLY SIMAMORA, SH",Ya
53/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",EKO BUDIARNO,Ya
53/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","SURYONO, SH.",Ya
54/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","LISNUR FAUZIAH, SH.",Ya
54/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","TATI DORESLY SIMAMORA, SH",Ya
55/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",ACHMAD DINDIN JUNAEDI,Ya
55/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SITI AGUSTIATI,Ya
56/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 17 Jun. 2015","ENDANG_PURWANINGSIH, SH.",Ya
56/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 17 Jun. 2015","TATI DORESLY SIMAMORA, SH",Ya
57/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",CANDRASAH,Ya
57/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","ZUHERNA, SH.",Ya
58/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","YETTI, SH.",Ya
58/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","ZUHERNA, SH.",Ya
59/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","FATONI, SH",Ya
59/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","YETTI, SH.",Ya
60/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","DJOKO SANTOSO, SH",Ya
60/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","FATONI, SH",Ya
61/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","DJOKO SANTOSO, SH",Ya
61/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","FATONI, SH",Ya
62/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
62/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",WIJI ASTUTI,Ya
63/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","SRI TASLIHIYAH, SH.",Ya
63/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",WIJI ASTUTI,Ya
64/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","SRI TASLIHIYAH, SH.",Ya
64/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",WIJI ASTUTI,Ya
65/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",AGUS WIDODO,Ya
65/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","DJOKO SANTOSO, SH",Ya
66/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",AGUS WIDODO,Ya
66/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","DJOKO SANTOSO, SH",Ya
67/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 29 Jun. 2015","SUSWANTI, SH.",Ya
67/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 29 Jun. 2015","WIDI ASTUTI, SH",Ya
68/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 29 Jun. 2015","RUSTIANI, SH",Ya
68/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 29 Jun. 2015","WIDI ASTUTI, SH",Ya
29/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 24 Apr. 2015",AGUS WAWAN,Ya
29/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 24 Apr. 2015",SITI AGUSTIATI,Ya
30/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 24 Apr. 2015",AGUS WAWAN,Ya
30/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 24 Apr. 2015",SITI AGUSTIATI,Ya
31/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 24 Apr. 2015","RUSTIANI, SH",Ya
31/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 24 Apr. 2015","YETTI, SH.",Ya
32/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Apr. 2015","DJOKO SANTOSO, SH",Ya
32/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Apr. 2015","ZULFIKRI, SH",Ya
33/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 07 Mei 2015",AGUS WIDODO,Ya
33/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 07 Mei 2015","FATONI, SH",Ya
34/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 08 Mei 2015",AGUS WIDODO,Ya
34/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 08 Mei 2015","FATONI, SH",Ya
35/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 11 Mei 2015","LISNUR FAUZIAH, SH.",Ya
35/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 11 Mei 2015",WIJI ASTUTI,Ya
36/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","ENDANG_PURWANINGSIH, SH.",Ya
36/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","ZUHERNA, SH.",Ya
37/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","ENDANG_PURWANINGSIH, SH.",Ya
37/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","ZUHERNA, SH.",Ya
38/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","RUSTIANI, SH",Ya
38/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","SUSWANTI, SH.",Ya
39/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 19 Mei 2015","LISNUR FAUZIAH, SH.",Ya
39/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 19 Mei 2015","SURYONO, SH.",Ya
40/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 19 Mei 2015","LISNUR FAUZIAH, SH.",Ya
40/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 19 Mei 2015","SURYONO, SH.",Ya
41/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 21 Mei 2015","R.IDA ISKANDIASTUTI, SH.",Ya
41/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 21 Mei 2015","TEUKU UMAR, SH. MH.",Ya
42/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 21 Mei 2015","R.IDA ISKANDIASTUTI, SH.",Ya
42/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 21 Mei 2015","TEUKU UMAR, SH. MH.",Ya
43/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 28 Mei 2015","LISNUR FAUZIAH, SH.",Ya
43/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 28 Mei 2015",SUAEB. SH,Ya
44/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 28 Mei 2015",CANDRASAH,Ya
44/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 28 Mei 2015",EKO BUDIARNO,Ya
45/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 28 Mei 2015","LISNUR FAUZIAH, SH.",Ya
45/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 28 Mei 2015",SUAEB. SH,Ya
46/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 01 Jun. 2015","RUSTIANI, SH",Ya
46/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 01 Jun. 2015","SRI TASLIHIYAH, SH.",Ya
47/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 01 Jun. 2015","MATIUS B.SITURU, SH",Ya
47/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 01 Jun. 2015","TATI DORESLY SIMAMORA, SH",Ya
48/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 01 Jun. 2015","MATIUS B.SITURU, SH",Ya
48/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 01 Jun. 2015","TATI DORESLY SIMAMORA, SH",Ya
9/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Feb. 2015",CANDRASAH,Ya
9/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Feb. 2015","SUSWANTI, SH.",Ya
10/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Feb. 2015",CANDRASAH,Ya
10/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Feb. 2015","SUSWANTI, SH.",Ya
11/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 10 Feb. 2015","ENDANG_PURWANINGSIH, SH.",Ya
11/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 10 Feb. 2015","ZUHERNA, SH.",Ya
12/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 11 Feb. 2015","MATIUS B.SITURU, SH",Ya
12/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 11 Feb. 2015","ZULFIKRI, SH",Ya
13/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 17 Feb. 2015","SRI TASLIHIYAH, SH.",Ya
13/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 17 Feb. 2015",WIJI ASTUTI,Ya
14/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Mar. 2015","MATIUS B.SITURU, SH",Ya
14/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Mar. 2015","SURYONO, SH.",Ya
15/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 13 Mar. 2015","IDRIS_AWALUDDIN, SH.",Ya
15/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 13 Mar. 2015","LISNUR FAUZIAH, SH.",Ya
16/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 25 Mar. 2015","FATONI, SH",Ya
16/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 25 Mar. 2015","SRI TASLIHIYAH, SH.",Ya
17/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 26 Mar. 2015","FATONI, SH",Ya
17/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 26 Mar. 2015","SRI TASLIHIYAH, SH.",Ya
18/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 26 Mar. 2015","TATI DORESLY SIMAMORA, SH",Ya
18/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 26 Mar. 2015","ZULFIKRI, SH",Ya
19/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Apr. 2015","SUSWANTI, SH.",Ya
19/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Apr. 2015","WIDI ASTUTI, SH",Ya
20/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Apr. 2015","SUSWANTI, SH.",Ya
20/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Apr. 2015","WIDI ASTUTI, SH",Ya
21/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Apr. 2015","SURYONO, SH.",Ya
21/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Apr. 2015","TEUKU UMAR, SH. MH.",Ya
22/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Apr. 2015","SURYONO, SH.",Ya
22/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Apr. 2015","TEUKU UMAR, SH. MH.",Ya
23/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 13 Apr. 2015","WIDI ASTUTI, SH",Ya
23/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 13 Apr. 2015",WIJI ASTUTI,Ya
24/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 16 Apr. 2015",EKO BUDIARNO,Ya
24/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 16 Apr. 2015",SITI AGUSTIATI,Ya
25/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 16 Apr. 2015",EKO BUDIARNO,Ya
25/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 16 Apr. 2015",SITI AGUSTIATI,Ya
26/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 16 Apr. 2015",SUAEB. SH,Ya
26/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 16 Apr. 2015","TATI DORESLY SIMAMORA, SH",Ya
27/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 17 Apr. 2015",SUAEB. SH,Ya
27/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 17 Apr. 2015","TATI DORESLY SIMAMORA, SH",Ya
28/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 21 Apr. 2015",AGUS WAWAN,Ya
28/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 21 Apr. 2015",AGUS WIDODO,Ya
109/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014",AGUS WAWAN,Ya
109/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014",CANDRASAH,Ya
110/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 11 Nov. 2014",CANDRASAH,Ya
110/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 11 Nov. 2014",SUAEB. SH,Ya
111/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 14 Nov. 2014",AGUS WIDODO,Ya
111/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 14 Nov. 2014",CANDRASAH,Ya
112/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 14 Nov. 2014",AGUS WIDODO,Ya
112/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 14 Nov. 2014",CANDRASAH,Ya
113/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 20 Nov. 2014","AGUSTIATI JAMILAH, SH.",Ya
113/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 20 Nov. 2014","TATI DORESLY SIMAMORA, SH",Ya
114/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 02 Des. 2014","DJOKO SANTOSO, SH",Ya
114/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 02 Des. 2014","WIDI ASTUTI, SH",Ya
115/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 03 Des. 2014","LISNUR FAUZIAH, SH.",Ya
115/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 03 Des. 2014","R.IDA ISKANDIASTUTI, SH.",Ya
116/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 04 Des. 2014","SURYONO, SH.",Ya
116/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 04 Des. 2014","TEUKU UMAR, SH. MH.",Ya
118/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 11 Des. 2014","WIDI ASTUTI, SH",Ya
118/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 11 Des. 2014",WIJI ASTUTI,Ya
119/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 11 Des. 2014","IDRIS_AWALUDDIN, SH.",Ya
119/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 11 Des. 2014","RUSTIANI, SH",Ya
117/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 11 Des. 2014","WIDI ASTUTI, SH",Ya
117/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 11 Des. 2014",WIJI ASTUTI,Ya
120/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 18 Des. 2014","FATONI, SH",Ya
120/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 18 Des. 2014","RUSTIANI, SH",Ya
1/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 05 Jan. 2015","DJOKO SANTOSO, SH",Ya
1/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 05 Jan. 2015","WIDI ASTUTI, SH",Ya
2/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 08 Jan. 2015","DJOKO SANTOSO, SH",Ya
2/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 08 Jan. 2015","WIDI ASTUTI, SH",Ya
3/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 14 Jan. 2015","AGUSTIATI JAMILAH, SH.",Ya
3/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 14 Jan. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
4/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 15 Jan. 2015","AGUSTIATI JAMILAH, SH.",Ya
4/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 15 Jan. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
5/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Jan. 2015","MATIUS B.SITURU, SH",Ya
5/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Jan. 2015","ZULFIKRI, SH",Ya
6/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Feb. 2015","MATIUS B.SITURU, SH",Ya
6/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Feb. 2015","SURYONO, SH.",Ya
7/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Feb. 2015","MATIUS B.SITURU, SH",Ya
7/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Feb. 2015","SURYONO, SH.",Ya
8/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Feb. 2015","ENDANG_PURWANINGSIH, SH.",Ya
8/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Feb. 2015","ZUHERNA, SH.",Ya
90/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 22 Sep. 2014",AGUS WAWAN,Ya
90/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 22 Sep. 2014",AGUS WIDODO,Ya
89/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 22 Sep. 2014",AGUS WAWAN,Ya
89/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 22 Sep. 2014",AGUS WIDODO,Ya
91/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 25 Sep. 2014","SURYONO, SH.",Ya
91/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 25 Sep. 2014","TEUKU UMAR, SH. MH.",Ya
92/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 25 Sep. 2014","MATIUS B.SITURU, SH",Ya
92/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 25 Sep. 2014","ZULFIKRI, SH",Ya
93/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 25 Sep. 2014","LISNUR FAUZIAH, SH.",Ya
93/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 25 Sep. 2014","RUSTIANI, SH",Ya
95/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 06 Okt. 2014",ACHMAD DINDIN JUNAEDI,Ya
95/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 06 Okt. 2014",EKO BUDIARNO,Ya
94/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 06 Okt. 2014",ACHMAD DINDIN JUNAEDI,Ya
94/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 06 Okt. 2014",EKO BUDIARNO,Ya
96/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 09 Okt. 2014",EKO BUDIARNO,Ya
96/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 09 Okt. 2014","ZULFIKRI, SH",Ya
97/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 09 Okt. 2014","TATI DORESLY SIMAMORA, SH",Ya
97/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 09 Okt. 2014","ZUHERNA, SH.",Ya
98/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 09 Okt. 2014",EKO BUDIARNO,Ya
98/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 09 Okt. 2014","ZULFIKRI, SH",Ya
99/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 09 Okt. 2014","TATI DORESLY SIMAMORA, SH",Ya
99/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 09 Okt. 2014","ZUHERNA, SH.",Ya
100/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 20 Okt. 2014","AGUSTIATI JAMILAH, SH.",Ya
100/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 20 Okt. 2014","ENDANG_PURWANINGSIH, SH.",Ya
101/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 20 Okt. 2014",ACHMAD DINDIN JUNAEDI,Ya
101/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 20 Okt. 2014","SURYONO, SH.",Ya
102/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 22 Okt. 2014",ACHMAD DINDIN JUNAEDI,Ya
102/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 22 Okt. 2014",CANDRASAH,Ya
103/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 22 Okt. 2014",AGUS WAWAN,Ya
103/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 22 Okt. 2014","AGUSTIATI JAMILAH, SH.",Ya
104/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 27 Okt. 2014",AGUS WIDODO,Ya
104/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 27 Okt. 2014","TATI DORESLY SIMAMORA, SH",Ya
108/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014","AGUSTIATI JAMILAH, SH.",Ya
108/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014","YETTI, SH.",Ya
107/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014","AGUSTIATI JAMILAH, SH.",Ya
107/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014","YETTI, SH.",Ya
106/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014","R.IDA ISKANDIASTUTI, SH.",Ya
106/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014","TATI DORESLY SIMAMORA, SH",Ya
105/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014","R.IDA ISKANDIASTUTI, SH.",Ya
105/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 30 Okt. 2014","TATI DORESLY SIMAMORA, SH",Ya
72/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 12 Agu. 2014","ZULFIKRI, SH",Ya
71/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 12 Agu. 2014","YETTI, SH.",Ya
70/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 12 Agu. 2014",CANDRASAH,Ya
69/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 12 Agu. 2014","SRI TASLIHIYAH, SH.",Ya
73/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 13 Agu. 2014","TEUKU UMAR, SH. MH.",Ya
78/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","DJOKO SANTOSO, SH",Ya
78/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","MATIUS B.SITURU, SH",Ya
79/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014",WIJI ASTUTI,Ya
77/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","DJOKO SANTOSO, SH",Ya
77/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","FATONI, SH",Ya
75/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","ENDANG_PURWANINGSIH, SH.",Ya
75/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","FATONI, SH",Ya
76/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","ENDANG_PURWANINGSIH, SH.",Ya
76/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","ZUHERNA, SH.",Ya
74/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","IDRIS_AWALUDDIN, SH.",Ya
74/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","WIDI ASTUTI, SH",Ya
80/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 19 Agu. 2014","TEUKU UMAR, SH. MH.",Ya
80/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 19 Agu. 2014","YETTI, SH.",Ya
81/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 19 Agu. 2014","TEUKU UMAR, SH. MH.",Ya
81/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 19 Agu. 2014","YETTI, SH.",Ya
84/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 22 Agu. 2014","SURYONO, SH.",Ya
84/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 22 Agu. 2014",WIJI ASTUTI,Ya
83/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 22 Agu. 2014","SURYONO, SH.",Ya
83/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 22 Agu. 2014",WIJI ASTUTI,Ya
82/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 22 Agu. 2014",SUAEB. SH,Ya
82/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 22 Agu. 2014","ZULFIKRI, SH",Ya
85/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 26 Agu. 2014","IDRIS_AWALUDDIN, SH.",Ya
85/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 26 Agu. 2014","ZULFIKRI, SH",Ya
86/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 01 Sep. 2014","MATIUS B.SITURU, SH",Ya
86/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 01 Sep. 2014","SRI TASLIHIYAH, SH.",Ya
87/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 02 Sep. 2014","RUSTIANI, SH",Ya
87/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 02 Sep. 2014","WIDI ASTUTI, SH",Ya
88/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 17 Sep. 2014","ENDANG_PURWANINGSIH, SH.",Ya
